,Unnamed: 0,filename,au-name,au-birth,au-death,title,au-gender,firsted-yr,printSource-yr,form,spelling,data-capture,token count,vols_count,size,bgrf,author_wikidata,author_MiMoText-ID,title_wikidata,title_MiMoText-ID,lang,publisher,distributor,distribution_date,copyright_status,digitalSource_Title,digitalSource_Ref,digitalSource_Publisher,digitalSource_Date,printSource_title,printSource_author,printSource_pubPlace,printSource_publisher,printSource_date,resp_datacapture,resp_encoding,summary,sentiment,probability,sentiment_label,gender_label
97,97,Gorjy_Voyage,Jean-Claude Gorgy,1753,1795,Nouveau voyage sentimental,M,1791,1791,autodiegetic,historical,double keying,19016,1,short,84.27,Q15407023,Q418,Q123255413,Q1062,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Oeuvres de M. Gorjy ; 1-2. Nouveau voyage sentimental.,https://gallica.bnf.fr/ark:/12148/bpt6k63791460,Bibliothèque national de France,2012,Nouveau voyage sentimental,Jean-Claude Gorjy,Paris,Guillot,1791,"double keying by ""Jiangsu"", China",Julia Dudar,"A l’occasion de la Journée internationale des migrants, « Le Monde » publie,
tout au long de la semaine, un strip de la dessinatrice Nancy Pena. Cette
semaine, c’est Lisette qui s’est retrouvée à Calais.",neutral,0.6611560583114624,1,1
98,98,Grandin_Paulin,Charles-François Grandin,1772,1836,Paulin ou les avantures du comte de Walter,M,1792,1792,heterodiegetic,historical,semi-automatic transcription,39702,2,short,92.17,Q3115303,Q426,Q123360235,Q2459,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2021,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Paulin, ou Les aventures du comte de Walter",https://gallica.bnf.fr/ark:/12148/bpt6k739327,Bibliothèque national de France,2007,Paulin ou les avantures du comte de Walter,Charles-François Grandin,Paris,"Desenne, L'Esclapart",1792,gallica,Johanna Konstanciak,"A la veille de la présidentielle, ""Le Monde"" donne la parole à ceux qui font
bouger les régions dans le domaine culturel.",positive,0.8587494492530823,2,1
99,99,Jacquin_Parisiennes,Armand Pierre Jacquin,1721,1780,Lettres parisiennes sur le désir d'être heureux,M,1758,1758,epistolary,historical,double keying,61491,2,medium,58.13,Q60842185,Q487,Q123255414,Q1017,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Lettres parisiennes sur le désir d'être heureux.,"https://gallica.bnf.fr/ark:/12148/bpt6k5619096d, https://gallica.bnf.fr/ark:/12148/bpt6k5619495c",Bibliothèque national de France,"2009, 2009",Lettres parisiennes sur le désir d'être heureux,Armand-Pierre Jacquin,"Paris, Genève",Duchesne,1758,"double keying by ""Jiangsu"", China",Julia Dudar,"A la veille de la présidentielle, ""Le Monde"" donne la parole à ceux qui font
bouger les régions dans le domaine culturel.",positive,0.8587494492530823,2,1
100,100,Laclos_Liaisons,Pierre Choderlos de Laclos,1741,1803,Les Liaisons dangereuses,M,1782,1869,epistolary,modern,semi-automatic transcription,147847,1,long,82.17,Q212476,Q240,Q862050,Q1053,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Les Liaisons dangereuses,https://fr.wikisource.org/wiki/Les_Liaisons_dangereuses,Wikisource,2022,Les Liaisons dangereuses,Pierre Choderlos de Laclos,Bruxelles,J Rozez,1869,Wikisource contributors,Pia Geißel,"Nous croyons devoir prévenir le Public que, malgré le titre de cet ouvrage et ce
qu'en dit le rédacteur dans sa préface, nous ne garantissons pas l'authenticité
de ce recueil, et que nous avons même de fortes raisons de penser que ce n'est
qu'un roman.",negative,0.8851087689399719,0,1
101,101,Lagrave_Sophie,Comtesse de Lagrave,1770,1820,"Sophie de Beauregard, ou Le véritable amour",F,1798,1798,epistolary,historical,double keying,57937,2,medium,99.104,Q106648935,Q522,Q123360236,Q1096,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Sophie de Beauregard, ou Le véritable amour. par L. C. L. G.","https://gallica.bnf.fr/ark:/12148/bpt6k65506085, https://gallica.bnf.fr/ark:/12148/bpt6k6550609k",Bibliothèque national de France,"2013, 2013","Sophie de Beauregard, ou Le véritable amour",Comtesse de Lagrave,Paris,Le Prieur,1798,"double keying by ""Jiangsu"", China",Julia Dudar,"Sophie de Beauregard à Emilie d'Armincourt, ou le VÉRITABLE AMOUR. LETTRE DE
BEAUregard",neutral,0.6214504837989807,1,2
102,102,Lagrave_Zabeth,Comtesse de Lagrave,1770,1820,"Zabeth, ou la Victime de l'ambition",F,1798,1798,heterodiegetic,historical,double keying,73653,2,medium,99.105,Q106648935,Q522,Q123360237,Q1097,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Zabeth, ou la Victime de l'ambition.","https://gallica.bnf.fr/ark:/12148/bpt6k9626032n, https://gallica.bnf.fr/ark:/12148/bpt6k96260317",Bibliothèque national de France,"2015, 2015","Zabeth, ou la Victime de l'ambition",Comtesse de Lagrave,Paris,Le Prieur,1798,"double keying by ""Jiangsu"", China",Julia Dudar,Il est mort à l'âge de 86 ans. Il avait aimé un peu le couple qui l'aimait.,positive,0.7024595737457275,2,2
103,103,Laveaux_Eusebe,Jean-Charles Laveaux,1749,1827,"Eusèbe, ou les Beaux profits de la vertu dans le siècle où nous vivons",M,1785,1785,heterodiegetic,historical,OCR,29867,1,short,85.33,Q649330,Q535,Q123255415,Q2176,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Eusèbe, ou les Beaux profits de la vertu dans le siècle où nous                        vivons",http://gallica.bnf.fr/ark:/12148/bpt6k5795145n,Bibliothèque national de France,2013,"Eusèbe, ou les Beaux profits de la vertu dans le siècle où nous vivons",Jean-Charles Laveaux,Amsterdam,Amsterdam les héritiers de MM. Rey,1785,TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL),"Johanna Konstanciak, Christof Schöch","Le père d'Eusèbe était un homme obscur et ignoré, un de ces hommes qu'on ne
reçoit jamais dans les bonnes sociétés.",negative,0.9221788048744202,0,1
104,104,Leonard_Clementine,Nicolas-Germain Léonard,1744,1793,La Nouvelle Clémentine,M,1774,1774,epistolary,modern,semi-automatic transcription,13617,1,short,74.20,Q970715,Q636,Q123255416,Q1044,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"La Nouvelle Clémentine, ou Lettres de Henriette du Berville",https://www.frantext.fr/,Frantext,unknown,"La Nouvelle Clémentine, ou Lettres de Henriette du Berville",Nicolas-Germain Léonard,"La Haye, Paris",Monory,1774,frantext,Johanna Konstanciak,"LETTRE DE SAN FRANCISCO. Que sont devenus, mon Emilie, ces jours heureux que
nous avons passés au couvent? Où sont les jeux de notre enfance, nos plaisirs
purs, notre joie franche, et le charme qui accompagnait ces premières
jouissances?",positive,0.49526268243789673,2,1
105,105,Leonard_Lettres,Nicolas-Germain Léonard,1744,1793,Lettres de deux amants habitants de Lyon,M,1783,1783,epistolary,historical,double keying,66105,2,medium,83.31,Q970715,Q636,Q123255417,Q1058,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Lettres de deux amans habitans de Lyon, publiées par M. Léonard","https://gallica.bnf.fr/ark:/12148/bpt6k5787114f, https://gallica.bnf.fr/ark:/12148/bpt6k5720179z",Bibliothèque national de France,"2010, 2010",Lettres de deux amants habitants de Lyon,Nicolas-Germain Léonard,Londres,Desenne,1783,"double keying by ""Jiangsu"", China",Julia Dudar,"Thérese de Saint-Cyran à Constance d'Armiane. Quel départ, mon amie!",neutral,0.5300787687301636,1,1
106,106,Lesuire_Aventurier,Robert-Martin Lesuire,1737,1815,L'Aventurier François,M,1782,"1785, 1785, 1786, 1786",autodiegetic,historical,double keying,217976,4,long,82.27,Q3434367,Q608,Q123255418,Q1055,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Seconde suite de l'Aventurier franc̜ois, contenant les mémoires de                        Cataudin.","https://gallica.bnf.fr/ark:/12148/bpt6k1018409, https://archive.org/details/laventurierfran00unkngoog, https://gallica.bnf.fr/ark:/12148/bpt6k101841p, https://gallica.bnf.fr/ark:/12148/bpt6k1018422","Bibliothèque national de France, Internet Archive","2007, 2009, 2007, 2007",L'Aventurier François ou Mémoires de Grégoire Merveil,Robert-Martin Lesuire,"Londres, Paris","A Londres. Et se trouve à Paris, chez l'auteur. Et chez Quillau l'aîné, la veuve Duchesne. Belin [et 2 autres].","1785, 1785, 1786, 1786","double keying by ""Jiangsu"", China",Julia Dudar,"La chronique de Pierre Michon, à propos des ""Rendez-vous de l'Avent"", d'Eric
Chevillard.",neutral,0.8664389252662659,1,1
107,107,Lesuire_Crime,Robert-Martin Lesuire,1737,1815,Le crime,M,1789,1789,epistolary,historical,double keying,180776,4,long,89.81,Q3434367,Q608,Q123255419,Q1076,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Le crime, ou Lettres originales, contenant les aventures de César de                        Perlencour.","https://gallica.bnf.fr/ark:/12148/bpt6k5474967d, https://gallica.bnf.fr/ark:/12148/bpt6k5471755k, https://gallica.bnf.fr/ark:/12148/bpt6k54717137, https://gallica.bnf.fr/ark:/12148/bpt6k54715035",Bibliothèque national de France,"2009, 2008, 2008, 2008","Le crime, ou Lettres originales, contenant les aventures de César de                        Perlencour",Robert-Martin Lesuire,"Bruxelles, Paris",Dujardin,1789,"double keying by ""Jiangsu"", China",Julia Dudar,"Avant-proPOS. Dans l'""Aventurier François"", nous avons eu pour principal but
d'amuser; mais on y a reconnu quelques réflexions, peintures et fictions utiles.",neutral,0.697776198387146,1,1
108,108,Linguet_Voyage,Simon-Nicolas Henri Linguet,1736,1794,Voyage au labirinthe du jardin du roi,M,1755,1755,mixed,historical,semi-automatic transcription,2496,1,short,55.27,Q1505526,Q616,0,Q1328,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Voyage au labirinthe du jardin du roi,https://gallica.bnf.fr/ark:/12148/bpt6k1416833d,Bibliothèque national de France,2019,Voyage au labirinthe du jardin du roi,Simon-Nicolas-Henri Linguet,La Haye,Les Libraires Associés,1755,gallica,Johanna Konstanciak,"A la veille de la présidentielle, des journalistes du ""Monde"" revisitent les
lieux qui ont marqué leur jeunesse pour raconter comment leur « petite France »
s'est transformée. Cette semaine, le Jardin du Roi.",neutral,0.6591885685920715,1,1
109,109,Loaisel_Ainsi,Joseph-Marie Loaisel de Tréogate,1752,1812,Ainsi finissent les grandes passions,M,1788,1788,epistolary,modern,semi-automatic transcription,69971,2,medium,87.54bis,Q56062794,Q619,Q123255423,Q1071,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Ainsi finissent les grandes passions, ou les Dernières amours du                        chevalier de ***",https://www.frantext.fr/,Frantext,unknown,"Ainsi finissent les grandes passions, ou les Dernières amours du                        chevalier de ***",Joseph Marie Loaisel de Tréogate,Paris,Poinçot,1788,frantext,Johanna Konstanciak,"uvres philosophiques de l'écrivain, romancière et essayiste.",neutral,0.8576260805130005,1,1
110,110,Loaisel_Comtesse,Joseph-Marie Loaisel de Tréogate,1752,1812,La Comtesse d'Alibre,M,1779,1779,heterodiegetic,historical,double keying,31565,1,short,79.22,Q56062794,Q619,Q123360239,Q1051,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"La Comtesse d'Alibre, ou Le cri du sentiment , anecdote françoise, par                        M. Loaisel de Tréogate",https://gallica.bnf.fr/ark:/12148/bpt6k9740937r,Bibliothèque national de France,2016,La Comtesse d'Alibre,Joseph Marie Loaisel de Tréogate,La Haye,Belin,1779,"double keying by ""Jiangsu"", China",Julia Dudar,"J'avais retrouvé parmi des bois et des rochers, cette profondeur de sentiment,
ce calme de l'âme que l'on doit au silence de la retraite; et malgré
l'indulgence du public pour mes faibles essais, j'avais abandonné une carrière
si difficile à parcourir.",negative,0.6475382447242737,0,1
111,111,Louvet_Annee,Jean-Baptiste Louvet de Couvrai,1760,1797,Une année dans la vie du chevalier de Faublas,M,1787,1960,autodiegetic,historical,semi-automatic transcription,119518,5,long,87.56,Q1362457,Q630,Q123255424,Q1072,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Romanciers du 18e siècle, t. 2., Une année dans la vie du chevalier de                        Faublas",https://www.frantext.fr/,Frantext,unknown,Une année dans la vie du chevalier de Faublas,Jean-Baptiste Louvet de Couvray,Paris,unknown,1960,frantext,Johanna Konstanciak,"A la veille de la présidentielle, ""Le Monde"" donne la parole à ceux qui font
bouger les régions dans le domaine culturel.",positive,0.8587494492530823,2,1
112,112,Louvet_Fin,Jean-Baptiste Louvet de Couvrai,1760,1797,La Fin des amours de Faublas,M,1790,1884,autodiegetic,historical,semi-automatic transcription,145653,1,medium,90.47,Q1362457,Q630,Q123001308,Q1077,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Les amours du chevalier de Faublas,"https://www.gutenberg.org/files/62120/62120-h/62120-h.htm, https://gallica.bnf.fr/ark:/12148/bpt6k97411253, https://gallica.bnf.fr/ark:/12148/bpt6k9740975f, https://gallica.bnf.fr/ark:/12148/bpt6k9740953v","Projekt Gutenberg, Bibliothèque national de France","2020, 2016",La Fin des amours de Faublas,Jean-Baptiste Louvet de Couvrai,"Paris, London",unknown,"1884, 1790","gutenberg contributors, gallica","Amelie Probst, Johanna Konstanciak","« Ecrire sans trembler ». Après les attaques du 13 novembre, des auteurs
s'expriment dans un numéro spécial du « Monde des livres ». Le texte du jour.",negative,0.9184785485267639,0,1
113,113,Luchet_Vicomte,Jean-Pierre-Louis de Luchet,1740,1792,Le Vicomte de Barjac,M,1784,1784,heterodiegetic,modern,semi-automatic transcription,34149,1,short,84.39,Q1242530,Q633,Q123360238,Q2144,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Le Vicomte de Barjac ou Mémoires pour servir à l’histoire de ce siècle,https://fr.wikisource.org/wiki/Le_Vicomte_de_Barjac,Wikisource,2021,Le Vicomte de Barjac ou Mémoires pour servir à l'histoire de ce siècle,Jean-Pierre-Louis de Luchet,Dublin,Imprimerie de Wilson,1784,Wikisource contributors,"Henning Gebhard, Johanna Konstanciak","Les Mémoires que nous publions aujourd'hui sont une fiction, si l'on veut; il
n'y a cependant pas un fait dont le fonds ne soit vrai, pas un personnage qui
n'existe ou n'ait existé.",neutral,0.7822200655937195,1,1
114,114,Maistre_Voyage,Xavier de Maistre,1763,1852,Voyage autour de ma chambre,M,1794,1839,autodiegetic,modern,semi-automatic transcription,19704,1,short,94.8,Q2737006,Q648,Q10392559,Q1083,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Voyage autour de ma chambre,http://abu.cnam.fr/cgi-bin/go?chambre2,ABU: la Bibliothèque Universelle,2002,Voyage autour de ma chambre,Xavier de Maistre,unknown,unknown,1839,ABU: Julien Mannoni,Pia Geißel,"Le plaisir qu'on trouve à voyager dans sa chambre est à l'abri de la jalousie
inquiète des hommes ; il est indépendant de la fortune.",positive,0.8160790801048279,2,1
115,115,Malarme_Rose,Charlotte de Bournon,1753,1842,Anna Rose-Tree,F,1783,1785,epistolary,historical,semi-automatic transcription,84739,1,medium,83.35,Q2961027,Q649,Q75936689,Q2098,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Anna Rose-Tree, histoire angloise",https://fr.wikisource.org/wiki/Anna_Rose-Tree,Wikisource,2018,Anna Rose-Tree,Charlotte de Bournon,"Bruxelles, Paris",Veuve Duchesne,1785,Wikisource contributors,"Henning Gebhard, Johanna Konstanciak","En 1780, il a paru deux ouvrages de moi; c'était mon coup d'essai. Le Public
indulgent a bien voulu donner quelques éloges à mes faibles productions, sans
doute pour m'encourager.",positive,0.8109491467475891,2,2
116,116,Marchadier_Isle,Abbé Marchadier,unknown,unknown,L'isle de France ou la nouvelle colonie de Vénus,M,1752,1753,heterodiegetic,historical,semi-automatic transcription,14712,1,short,52.32,0,Q655,Q123360241,Q1259,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2021,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"L'Isle de France, ou la Nouvelle colonie de Vénus, précédée d'une épître                        à M*** servant de préface",https://gallica.bnf.fr/ark:/12148/bpt6k1510733f,Bibliothèque national de France,2016,L'isle de France ou la nouvelle colonie de Vénus,Abbé Marchadier,Amsterdam,Arkstée & Merkus,1753,BnF,Johanna Konstanciak,"A l'occasion de la parution de son nouvel ouvrage, ""Le Dieu des Vers"" (Grasset),
l'écrivain nous fait parvenir un courrier à l'adresse de l'auteur.",neutral,0.6104239821434021,1,1
117,117,Marchand_Avis,Jean-Henri Marchand,unknown,1785,Les avis d'un père à son fils,M,1751,1751,autodiegetic,historical,semi-automatic transcription,19110,1,short,51.37,Q95343645,Q656,Q123255425,Q1233,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2021,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Les Avis D'Un Père À Son Fils,https://www.digitale-sammlungen.de/de/view/bsb10094142,Bayerische Staatsbibliothek,2009,Les avis d'un père à son fils,Jean-Henri Marchand,Amsterdam,unknown,1751,Münchener DigitalisierungsZentrum,Johanna Konstanciak,"La plus grande partie des Evénemens de ma vie, mes écarts, mes faiblesses, ma
résipiscence ne sont point une nouveauté pour vous.",neutral,0.7007482051849365,1,1
118,118,Marmontel_Belisaire,Jean-François Marmontel,1723,1799,Bélisaire,M,1767,1767,heterodiegetic,modern,semi-automatic transcription,44241,1,short,67.39,Q379923,Q661,Q110890409,Q1033,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Bélisaire,https://www.frantext.fr/,Frantext,unknown,Bélisaire,Jean-François Marmontel,Paris,Merlin,1767,frantext,Amelie Probst,"Dans la vieillesse de Justinien, l'empire, épuisé par de longs efforts,
approchait de sa décadence. Toutes les parties de l'administration étaient
négligées: les lois étaient en oubli, les finances au pillage, la discipline
militaire à l'abandon.",negative,0.9228602051734924,0,1
119,119,Marmontel_Contes,Jean-François Marmontel,1723,1799,Contes moraux,M,1761,1829,heterodiegetic,modern,semi-automatic transcription,130240,3,long,61.12,Q379923,Q661,Q123001410,Q1426,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Contes moraux,https://www.frantext.fr/,Frantext,unknown,Contes moraux,Jean-François Marmontel,unknown,unknown,1829,frantext,Johanna Konstanciak,"La nature et la fortune semblaient avoir conspiré au bonheur d'Alcibiade n'en
avait qu'un, il voulait être aimé pour lui-même.",positive,0.5020545125007629,2,1
120,120,Marmontel_Dejeunes,Jean-François Marmontel,1723,1799,Les Déjeunés du village,M,1791,1791,heterodiegetic,historical,semi-automatic transcription,15408,1,short,91.35,Q379923,Q661,Q123360243,Q2441,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Les Déjeunés du village, ou les Aventures de l'innocence, par M.                        Marmontel, pour faire suite à ""La Veillée"" du même auteur",http://gallica.bnf.fr/ark:/12148/bpt6k5842704q,Bibliothèque national de France,2010,"Les Déjeunés du village, ou les Aventures de l'innocence, par M.                        Marmontel, pour faire suite à ""La Veillée"" du même auteur",Jean-François Marmontel,Liège,J. A. Latour,1791,TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL),Johanna Konstanciak,"Le feuilleton d'Eric Chevillard, à propos de ""Madame de Closan"", de Francis
Marmande.",neutral,0.8602229952812195,1,1
121,121,Marmontel_Incas,Jean-François Marmontel,1723,1799,Les Incas ou la destruction de l'empire du Pérou,M,1777,1777,heterodiegetic,modern,semi-automatic transcription,109928,2,long,77.50,Q379923,Q661,Q106889862,Q1048,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Les Incas ou la Destruction de l'Empire du Pérou,https://www.frantext.fr/,Frantext,unknown,Les Incas ou la destruction de l'empire du Pérou,Jean-François Marmontel,unknown,unknown,1777,frantext,Johanna Konstanciak,"Les espagnols ont eu leurs brigands et leurs fanatiques, leurs temps de
barbarie. Les plus estimables sont celles qui s'en accusent.",negative,0.9264683723449707,0,1
122,122,Maubert_Paisan,Jean Henri Maubert de Gouvest,1721,1767,L'illustre païsan ou mémoires et avantures de Daniel Moginié,M,1754,1761,autodiegetic,historical,semi-automatic transcription,55807,1,medium,54.28,Q1684896,Q673,Q123255427,Q1304,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2021,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"L'illustre paisan, ou Mémoires et avantures de Daniel Moginié ,... où se                        trouvent plusieurs particularités anecdotes des dernières révolutions de la                        Perse et de l'Indostan, et du règne de Thamas-kouli-kan, écrit [""sic""]... à                        son frère François,... et publiés par M. Maubert",https://gallica.bnf.fr/ark:/12148/bpt6k5737285g,Bibliothèque national de France,2009,"L'illustre païsan ou mémoires et avantures de Daniel Moginié, natif du                        village de Chezales au canton de Berne, bailliage de Moudon, mort à Agra le                        22 de mai 1748, âgé de 39 ans; Om-rah de la I re classe. Commandant de la                        seconde garde mogole, grand portier du palais de l'empereur, et Gouverneur                        de Paln-geâb, où se trouvent plusieurs particularités, anecdotes des                        dernières révolutions de la Perse et de I'Indostan et du règne de                        Thamas-Kouli-Kan, écrit ct adressé par lui même à son frère François, son                        légataire.",Jean-Henri Maubert de Gouvest,Lausanne,aux dépens de la Compagnie,1761,gallica,Johanna Konstanciak,"Le livre du jour. Le sage Etabissement, le seul Corps de Jeunesse Republicaine
en Europe, qui fait profession expresse de mériter par les talents le haut rang,
auquel la naissance l'appelle grand et petit conseil de l'Etabissement.",neutral,0.6356906890869141,1,1
123,123,Merard_Bergeries,Anne-Jeanne-Félicité Mérard de Saint-Just,1765,1830,Bergeries et opuscules de Mlle d'Ormoy l'aînée,F,1784,1784,dialogue novel,historical,double keying,19894,1,short,84.43,Q42529211,Q734,Q123255428,Q1063,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Bergeries et opuscules de Mlle d'Ormoy l'aînée,https://gallica.bnf.fr/ark:/12148/bpt6k6496123v,Bibliothèque national de France,2013,Bergeries et opuscules de Mlle d'Ormoy l'aînée,Anne-Jeanne-Félicité Mérard de Saint-Just,"Arcadie, Paris",Lamy,1784,"double keying by ""Jiangsu"", China",Julia Dudar,"J'ai lu, d'Ormoy, ton manuscrit. Dis moi: Quand de l'Amour tu peins si bien la
flamme, T'exprimes-tu d'après ton âme, ou n'écris-tu que d' ensuite ton esprit.
Par l'éditeur de ces opus",neutral,0.8112176656723022,1,2
124,124,Mercier_An,Louis-Sébastien Mercier,1740,1814,L'An deux mille quatre cent quarante,M,1771,1774,autodiegetic,modern,semi-automatic transcription,68158,1,medium,71.36,Q709670,Q685,Q82530,Q1039,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,L’An deux mille quatre cent quarante rêve s’il en fut jamais,https://fr.wikisource.org/wiki/L%E2%80%99An_deux_mille_quatre_cent_quarante,Wikisource,2014,"L'An deux mille quatre cent quarante, rêve s'il en fut jamais",Louis-Sébastien Mercier,Londres,unknown,1774,Wikisource contributors,Pia Geißel,"La chronique de Roger-Pol Droit, à propos des ""Trois Rois qui sont aujourd'hui
assis sur des trônes"", de Jean-Pierre Filiu.",neutral,0.8536325693130493,1,1
125,125,Mercier_Jezennemours,Louis-Sébastien Mercier,1740,1814,Jezennemours,M,1776,1776,mixed,historical,semi-automatic transcription,78879,2,medium,76.36,Q709670,Q685,Q123255429,Q1047,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Jezennemours : roman dramatique,https://www.frantext.fr/,Frantext,unknown,Jezennemours : roman dramatique,Louis-Sébastien Mercier,unknown,unknown,1776,frantext,Johanna Konstanciak,"A Monval, dans les Alpes-de-Haute-Provence, l'un des plus grands lieux de
l'œnologie en France, a ouvert ses portes aux amateurs de grands vins.",positive,0.8181595802307129,2,1
126,126,Mercier_Songes,Louis-Sébastien Mercier,1740,1814,Songes philosophiques,M,1768,1768,autodiegetic,historical,semi-automatic transcription,64765,2,medium,68.42,Q709670,Q685,Q123255430,Q1656,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Songes philosophiques,http://gallica.bnf.fr/ark:/12148/bpt6k6365859h,Bibliothèque nationale de France,2012,Songes philosophiques,M. Mercier,"Londres, Paris",Lejay,1768,TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL),Johanna Konstanciak,"On donne cet ouvrage sous le titre de Songes, parce qu'il convient plus que tout
autre à nos opinions sur plusieurs objets qui sont hors de notre portée ; mais
on se flatte qu'on y retrouvera les grands et vrais principes de la morale, si
nécessaires à l'homme.",neutral,0.5639245510101318,1,1
127,127,Mirabeau_Conversion,Honoré-Gabriel Riqueti comte de Mirabeau,1749,1791,Ma Conversion ou le Libertin de qualité,M,1783,1801,autodiegetic,modern,semi-automatic transcription,39962,1,short,83.40,Q218747,Q694,Q122945076,Q1059,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Le Libertin de qualité, ou Ma Conversion. (1783) Nouvelle édition","https://fr.wikisource.org/wiki/Le_Libertin_de_qualit%C3%A9,_ou_Ma_Conversion",Wikisource,2020,Ma Conversion ou le Libertin de qualité,Honoré-Gabriel Riqueti de Mirabeau,Paris,unknown,1801,Wikisource contributors,Julia Dudar,"Il me semble déjà voir une dondon, qui n'a plus que six mois à passer pour
quarantaine, m'offrir la molle épaisseur d'une ample fressure.",neutral,0.7542733550071716,1,1
128,128,Mirabeau_Rideau,Honoré-Gabriel Riqueti comte de Mirabeau,1749,1791,Le Rideau levé ou l'éducation de Laure,M,1786,1921,autodiegetic,modern,semi-automatic transcription,43539,1,short,86.51,Q218747,Q694,Q122945292,Q1069,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Le Rideau levé; ou l'Education de Laure,http://www.gutenberg.org/ebooks/26809,Projekt Gutenberg,2008,Le Rideau levé ou l'éducation de Laure,Honoré-Gabriel Riqueti de Mirabeau,Paris,unknown,1921,gutenberg contributors,Amelie Probst,"A la veille de la présidentielle, ""Le Monde"" donne la parole à ceux qui font
bouger les régions dans le domaine culturel.",positive,0.8587494492530823,2,1
